-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,105,106,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,127,128,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,127,128,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,127,128,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,127,128,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,182,183,183,183,183,183,183,183,183,183,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,127,128,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205,205,205,205,205,205,205,205,205,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,127,128,129,182,183,183,183,183,183,183,183,183,183,183,184,183,184,184,-1,-1,-1,204,205,205,205,205,205,205,205,205,205,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,127,128,129,204,205,205,205,185,227,227,227,227,186,205,205,205,205,206,-1,-1,-1,204,205,205,205,205,205,205,205,205,205,-1,-1
-1,-1,182,183,183,183,183,183,184,127,128,129,204,205,205,205,206,122,-1,34,-1,204,205,205,205,205,206,-1,-1,-1,204,205,205,205,205,205,205,205,205,205,-1,-1
-1,-1,204,205,205,205,205,205,206,127,128,129,226,205,205,205,206,122,34,34,34,204,205,122,205,205,206,-1,-1,-1,204,205,205,205,205,205,205,210,205,205,-1,-1
-1,-1,196,205,205,205,205,205,206,127,128,129,122,205,205,205,207,183,183,183,183,208,205,122,205,205,206,-1,-1,-1,204,205,205,205,205,205,205,210,210,210,-1,-1
-1,-1,218,123,124,205,205,205,206,127,128,129,122,122,210,205,205,205,205,205,205,205,205,122,210,210,206,-1,-1,-1,204,205,205,205,205,205,123,124,35,36,-1,-1
-1,-1,240,145,146,210,227,227,228,149,150,151,122,210,210,210,227,227,227,227,227,227,122,122,210,210,206,-1,-1,-1,204,205,205,205,205,215,145,146,57,58,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
